代號,名稱,年/月,報表別F/M,升降,TCRI,系統分級,APLr,MGT易手,炒股,庫藏股,CFO不一致,總分,ADE減分,規模,獲利,安全,效率
5011,久陽,2020/06,M,-,8,9 9,AP,+,,,,-288,,8,-32,-52,18
5013,強新,2020/06,M,-,5,6 6,AP,+,,,,416,,49,20,75,34
5014,建錩,2020/06,M,-,8,9 9,AP,,,,,162,,71,-10,12,84
5015,華祺,2020/06,M,-,5,5 5,A,,,,,500,,14,56,89,39
5016,松和,2020/06,M,-,6,5 5,,+,,,,446,,17,46,84,24
5102,富強,2020/06,M,-,7,7 7, P,,,,,262,,5,,78,12
5201,凱衛,2020/06,M,-,6,6 2,,,,,,715,,2,110,100,82
5202,力新,2020/06,M,-,7,8 8,AP +,,,,,229,,2,-19,100,-40
5203,訊連,2020/06,M,-,5,5 4,,+,,,,590,,22,50,100,97
5205,中茂,2020/06,M,-,D,9 9, P,+,,,,80,,,-60,90,-40
5206,坤悅,2020/06,M,-,7,7 7,A,+,,,+,326,,32,83,2,7
5209,新鼎,2020/06,M,-,5,6 6,A,+,,,,362,,7,83,47,-40
5210,寶碩,2020/06,M,↓,7,7 7, P,,,,,325,,2,-26,100,64
5211,蒙恬,2020/06,M,-,8,7 7, P,,,,,262,,2,-9,100,-40
5212,凌網,2020/06,M,-,6,6 5,,,,,,489,,5,40,100,61
5213,亞昕,2020/06,M,-,7,9 9,APL,+,,,+,-120,,52,7,-63,-40
5215,科嘉-KY,2020/06,M,-,6,4 2,AP,,,,,676,,20,114,100,-6
5216,優燈,2020/06,M,-,8,8 8,AP,+,,,,181,,,-60,100,21
5220,萬達光電,2020/06,M,-,6,6 3,A,+,,,,641,,6,105,89,47
5222,全訊,2020/06,F,-,6,6 4,A,,,,,506,,4,96,83,-40
5223,安力-KY,2020/06,M,-,6,5 4,A,,,,,581,,13,87,100,-6
5225,東科-KY,2020/06,M,↓,6,9 9,AP,+,,,,140,,53,-54,71,75
5227,立凱-KY,2020/06,M,-,8,9 9,AP +,,,,,139,,3,-53,76,52
5228,鈺鎧,2020/06,F,-,8,7 7, P,,,,,274,,4,26,50,39
5230,雷笛克光學,2020/06,M,↓,7,7 7,AP,,,,,315,,8,-1,90,26
5233,有量,2020/06,M,-,8,8 8, P +,+,,,,237,,3,-17,100,-40
5234,達興材料,2020/06,M,-,5,4 2,,,,,,729,,34,105,100,45
5236,凌陽創新,2020/06,F,-,6,5 3,A,,,,,667,,8,120,100,-9
5240,建騰,2020/06,M,↓,9,9 9,AP +,,,,,36,,2,-60,79,-40
5243,乙盛-KY,2020/06,M,-,5,3 3, P,+,,,,604,,65,35,100,70
5244,弘凱,2020/06,M,-,6,6 4,A,+,,,,590,,5,87,100,20
5245,智晶,2020/06,F,-,7,5 5,A,+,,,,447,,9,39,82,64
5248,景傳,2020/06,F,-,6,6 6,A,+,,,,402,,3,25,100,21
5251,天鉞電,2020/06,M,-,8,7 7,AP,,,,,280,,2,-24,100,12
5254,欣訊科技,2020/06,M,-,7,7 7, P,,,,,321,,4,12,84,24
5258,虹堡,2020/06,M,-,8,6 6,A,+,,,+,394,,27,50,76,-38
5262,立達,2020/06,M,-,8,6 6,AP,,,,,341,,5,12,82,47
5263,智崴,2020/06,M,↓,7,7 7,AP,+,,,,255,,24,-2,83,-40
5264,鎧勝-KY,2020/06,M,↓,5,5 3,AP +,+,,,,617,,140,15,96,55
5267,龍翩,2020/06,M,-,6,6 5,A,,,,,449,,3,61,100,-40
5269,祥碩,2020/06,F,-,4,3 1,,,,,+,810,,59,120,100,32
5271,紘通,2020/06,M,-,8,8 8, P,,,,,220,,5,,78,-24
5272,笙科,2020/06,F,-,7,7 7,AP,,,,,287,,4,-13,100,-5
5274,信驊,2020/06,M, ↑,4,4 2,,,,,,759,,25,120,100,49
5276,達輝-KY,2020/06,M,-,6,7 7,AP,,,,,321,,2,-18,100,48
5277,葳天,2020/06,M,-,7,7 7,AP +,,,,,295,,4,-17,99,19
5278,尚凡,2020/06,M,-,6,6 1,A,+,,,,762,,5,120,100,93
5281,大峽谷-KY,2020/06,M,↓,8,6 6,AP,+,,,,389,,7,14,89,66
5283,禾聯碩,2020/06,M,-,5,3 3,A,+,,,,675,,45,106,97,-23
5284,jpp-KY,2020/06,M,-,6,5 5,A,+,,,,453,,14,55,80,21
5285,界霖,2020/06,M,-,6,6 6, P,,,,,368,,36,10,80,26
5286,育駿,2020/06,M,-,7,6 3,,,,,,648,,2,83,100,97
5287,數字,2020/06,M,-,5,5 2,,,,,,754,,14,120,91,94
5288,豐祥-KY,2020/06,M,-,4,3 3,,+,,,,592,,36,56,92,75
5289,宜鼎,2020/06,M,-,4,3 1,,+,,,,819,,53,114,100,73
5291,邑昇,2020/06,M,-,6,6 5,A,,,,,430,,7,31,99,27
5292,華懋,2020/06,M,-,6,5 5,,+,,,,505,,7,63,100,4
5295,懷藝,2020/06,M,-,9,9 9,AP,+,,,,-456,,2,-11,-134,18
5297,廣化,2020/06,M,-,7,8 8,AP,+,,,,229,,2,-24,100,-40
5299,杰力,2020/06,M,-,5,5 3,A,,,,,674,,11,119,85,39
5301,寶得利,2020/06,M,-,9,9 9,AP +,,,,,-88,,6,-60,48,-40
5302,太欣,2020/06,M,-,9,9 9,AP,,,,,49,,1,-11,38,-40
5304,鼎創達,2020/06,M,-,9,6 6,AP +,,,,,359,,16,23,67,56
5305,敦南,2020/06,M,-,4,5 5,AP,,,,,432,,78,-7,88,57
5306,桂盟,2020/06,M,-,5,3 2,,,,,,717,,55,102,92,24
5309,系統電,2020/06,M,-,7,7 7, P,+,,,,328,,8,-24,100,55
5310,天剛,2020/06,M,↓,9,9 9,AP,+,,,,26,,1,-60,67,-3
5312,寶島科,2020/06,M,-,5,6 6,A,+,,,,343,,32,23,69,4
5314,世紀,2020/06,M,-,8,7 7,AP,+,,,,261,,1,-26,100,1
5315,光聯,2020/06,M,-,5,5 5,A,+,,,,446,,11,22,100,58
5321,友銓,2020/06,M,↓,9,9 9, P,+,,,,111,,14,2,25,3
5324,士開,2020/06,M,-,6,7 7,AP,+,,,,322,,6,31,50,67
5328,華容,2020/06,M,-,7,7 7,AP,+,,,,280,,8,-1,100,-40
5340,建榮,2020/06,F,-,6,5 5, P,+,,,,446,,11,36,100,18
5344,立衛,2020/06,F,-,7,6 5,,,,,,475,,2,38,100,59
5345,天揚,2020/06,M,-,D,9 9, P,,,,,120,,1,-60,100,-40
5346,力晶,2020/06,M,-,6,6 5,AP,,,,,448,,128,-10,62,96
5347,世界,2020/06,M,-,2,1 1,,+,,,,953,,140,103,100,65
5348,系通,2020/06,F,-,9,7 7,AP,+,,,,316,,,-28,100,66
5349,先豐,2020/06,M,↓,8,9 9,APL,+,,,,-16,,55,-50,38,20
5351,鈺創,2020/06,M,-,9,9 9, P,,,,,142,,35,-18,60,-40
5353,台林,2020/06,M,-,6,5 5,A,+,,,,503,,10,40,100,64
5355,佳總,2020/06,M,-,7,6 6, P +,+,,,,349,,8,-15,100,58
5356,協益,2020/06,M,-,5,5 5,,+,,,,477,,40,8,100,74
5364,力麗店,2020/06,M,-,9,9 9, P,+,,,,-765,,4,-60,-130,50
5371,中光電,2020/06,M,-,3,3 3,AP,,,,,641,,140,6,96,55
5381,合正,2020/06,M,-,8,6 6,,+,,,,414,,3,26,100,20
5383,金利,2020/06,M,-,9,7 7, P,+,,,,308,,7,-19,98,27
5386,青雲,2020/06,F,-,7,5 5,,+,,,,501,,10,33,99,86
5387,茂德,2020/06,M,-,7,5 2,,,,,,758,,5,120,100,89
5388,中磊,2020/06,M,-,4,3 3,AP,,,,+,642,,140,26,80,44
5392,應華,2020/06,M,-,5,5 5, P,+,,,,462,,81,-1,83,62
5398,慕康生醫,2020/06,M,-,6,7 7,A,+,,,,282,,3,2,100,-40
5403,中菲,2020/06,M,-,5,5 5,A,,,,,454,,16,82,72,-40
5410,國眾,2020/06,M,-,6,4 4,A,,,,,541,,22,52,95,54
5425,台半,2020/06,M,↓,4,3 3,,,,,,596,,78,52,82,38
5426,振發,2020/06,M,-,5,6 6, P,+,,,,378,,13,4,100,33
5432,達威,2020/06,F,-,7,6 6, P,,,,,367,,1,-4,100,68
5434,崇越,2020/06,M,-,4,1 1,,+,,,,827,,134,68,94,73
5438,東友,2020/06,M,-,6,6 6,AP,,,,,355,,11,-16,97,72
5439,高技,2020/06,F,-,6,4 3,,,,,,624,,17,89,100,23
5443,均豪,2020/06,M,-,6,7 7,AP,+,,,,304,,37,1,89,-40
5450,南良,2020/06,M,-,7,6 6, P,+,,,,376,,20,20,74,56
5452,佶優,2020/06,M,-,7,5 5, P,,,,,462,,28,20,100,46
5455,昇益,2020/06,F,-,8,6 6,AP,+,,,,403,,13,-9,100,98
5457,宣德,2020/06,M,-,6,2 2,A,+,,,,720,,84,89,84,35
5460,同協,2020/06,M,-,6,6 6,,,,,,360,,4,5,100,26
5464,霖宏,2020/06,M,↓,8,9 9, P,,,,,82,,14,-20,24,53
5465,富驊,2020/06,M,-,6,4 4,,+,,,,543,,39,45,98,34
5468,凱鈺,2020/06,M,-,9,8 8, P,+,,,,171,,1,-11,49,45
5469,瀚宇博,2020/06,M,-,4,2 2,A,+,,,,681,,140,48,86,1
5471,松翰,2020/06,M,-,4,4 2,,+,,,,734,,33,120,100,9
5474,聰泰,2020/06,F,-,5,5 2,,,,,,704,,11,120,100,23
5475,德宏,2020/06,M, ↑,9,9 9,AP,+,,,,-701,,9,-53,-125,11
5478,智冠,2020/06,M,-,4,3 2,,,,,,753,,68,76,98,95
5481,新華,2020/06,M,-,8,6 6, P,+,,,,340,,1,-26,100,80
5483,中美晶,2020/06,M,-,5,1 1,,+,,,+,938,,140,99,99,64
5484,慧友,2020/06,M,↓,8,7 7,AP +,+,,,,263,,2,-31,100,18
5487,通泰,2020/06,M,-,6,6 5,A,+,,,,434,,3,34,100,26
5488,松普,2020/06,M,-,7,6 6, P,,,,,357,,7,-3,100,44
5489,彩富,2020/06,M,↓,5,5 5,A,,,,,429,,16,29,100,11
5490,同亨,2020/06,M,-,5,5 4,A,,,,,510,,14,45,100,47
5493,三聯,2020/06,M,-,6,5 5,,+,,,,501,,21,49,90,41
5498,凱崴,2020/06,M,-,8,7 7, P,+,,,,280,,15,-1,95,-40
5508,永信建,2020/06,F,-,4,7 7,A L,,,,+,286,,34,67,20,-40
5511,德昌,2020/06,M,-,6,5 5,A,,,,+,441,,52,38,88,-40
5512,力麒,2020/06,M,-,8,8 8,AP,+,,,+,229,,73,26,18,-40
5514,三豐,2020/06,M,-,6,5 3,A,,,,,604,,14,80,88,72
5515,建國,2020/06,M,-,6,5 5,,+,,,,448,,57,17,100,-18
5516,雙喜,2020/06,F,-,7,7 7, P,+,,,,261,,8,40,55,-40
5519,隆大,2020/06,F,-,7,6 6,AP,,,,+,404,,44,37,50,56
5520,力泰,2020/06,M,-,6,4 3,,,,,,596,,17,73,100,45
5521,工信,2020/06,M,-,8,3 1,,,,,,774,,67,120,97,-11
5522,遠雄,2020/06,M,-,7,5 4,AP,,,,+,553,,132,40,48,24
5523,豐謙,2020/06,M,-,8,9 9,APL,+,,,,-168,,1,-9,-30,-40
5525,順天,2020/06,M,-,6,9 9,AP,,,,,69,,26,,20,-40
5529,志嘉,2020/06,M,-,9,9 9,AP,+,,,,62,,2,-13,43,-40
5530,龍巖,2020/06,M,-,6,4 4,A,+,,,,514,,56,48,100,-40
5531,鄉林,2020/06,M,-,8,9 9,AP,,,,,48,,83,-13,-19,40
5533,皇鼎,2020/06,M,-,6,8 8, P,+,,,,206,,34,11,35,4
5534,長虹,2020/06,M,-,5,3 3,A,,,,+,601,,93,81,61,-10
5536,聖暉,2020/06,M,-,4,2 2,,+,,,,741,,84,85,100,20
5538,東明-KY,2020/06,M,-,5,5 5, P,,,,,471,,60,33,81,10
5541,廣朋實業,2020/06,F,-,8,9 9, P,,,,,-29,,2,-10,10,-30
5543,桓鼎-KY,2020/06,M,-,6,7 7,AP,+,,,,330,,5,-7,93,40
5546,永固-KY,2020/06,M,-,6,3 3,A,,,,+,672,,43,109,100,-40
5547,久舜,2020/06,M,-,7,6 6,A,+,,,,360,,5,28,82,22
5601,台聯櫃,2020/06,F,-,7,6 5,,,,,,488,,1,41,100,49
5603,陸海,2020/06,M,-,7,7 7, P +,,,,,274,,13,-3,73,7
5604,中連貨,2020/06,M,-,6,6 6,,,,,,381,,,50,77,-40
5607,遠雄港,2020/06,M,-,6,4 3,A,,,,,596,,34,58,100,45
5608,四維航,2020/06,M,↓,9,9 9, P,+,,,,"-1,052",,45,-37,-229,50
5609,中菲行,2020/06,M,-,4,2 1,,+,,,,829,,82,103,97,41
5701,劍湖山,2020/06,M,-,9,9 9, P +,+,,,,-648,,4,-42,-122,46
5703,亞都,2020/06,M,-,6,7 7,AP +,+,,,,251,,5,-15,76,48
5704,老爺知,2020/06,F,-,6,6 4,,+,,,,586,,3,77,100,48
5706,鳳凰,2020/06,M,↓,6,6 6,,+,,,,362,,13,6,90,50
5901,中友,2020/06,M,-,6,7 7,AP,+,,,,265,,36,25,53,-40
5902,德記,2020/06,M,-,7,4 4,A,+,,,,540,,8,65,100,30
5903,全家,2020/06,M,-,3,1 1,,+,,,,762,,140,53,77,94
5904,寶雅,2020/06,F,-,4,2 2,,,,,,719,,105,95,64,32
5905,南仁湖,2020/06,M,-,7,7 7,AP,+,,,,321,,15,-10,98,-40
5906,台南-KY,2020/06,M,-,8,8 8, P,+,,,,237,,8,2,64,20
5907,大洋-KY,2020/06,M,↓,6,6 6,AP,+,,,+,387,,66,-3,67,82
6103,合邦,2020/06,M,-,D,9 9,AP,+,,,,48,,3,-41,28,100
6104,創惟,2020/06,M,-,5,4 3,,,,,,644,,16,105,87,36
6108,競國,2020/06,M,-,6,6 6, P,,,,,341,,66,1,58,40
6109,亞元,2020/06,M,-,6,6 6,AP,,,,,342,,5,,100,25
6111,大宇資,2020/06,M,-,7,6 4,A,+,,,,562,,4,75,100,29
6112,聚碩,2020/06,M,-,4,3 3,,+,,,,625,,73,48,97,46
6113,亞矽,2020/06,M,-,6,6 6,AP,,,,,383,,5,-7,100,70
6114,久威,2020/06,M,-,6,5 5, P,+,,,,423,,12,12,99,58
6115,鎰勝,2020/06,M,-,4,3 3,,,,,,607,,54,52,100,44
6116,彩晶,2020/06,M,-,6,4 4,AP,,,,,554,,121,-9,100,84
6117,迎廣,2020/06,M,-,8,7 7, P +,,,,,263,,18,-4,72,16
6118,建達,2020/06,M,-,7,6 6, P,+,,,,399,,40,1,81,75
6120,達運,2020/06,M,-,5,5 5, P +,+,,,,426,,94,-23,100,63
6121,新普,2020/06,M,-,3,1 1,A,,,,,794,,140,57,94,59
6122,擎邦,2020/06,M,-,8,7 7,A,,,,,322,,15,11,100,-40
6123,上奇,2020/06,M,-,5,4 3,,+,,,,606,,29,58,95,87
6124,業強,2020/06,M,-,7,5 4,AP,+,,,,539,,24,56,100,23
6125,廣運,2020/06,M,-,8,7 7,AP,,,,,308,,50,,83,-40
6126,信音,2020/06,M, ↑,6,4 4,,+,,,,565,,26,73,95,8
6127,九豪,2020/06,M,-,9,9 9, P,,,,,70,,10,1,19,-10
6128,上福,2020/06,M,-,5,6 6,AP,,,,,358,,44,1,72,52
6129,普誠,2020/06,M,-,7,7 7,AP,+,,,,285,,9,-14,100,-11
6130,星寶國際,2020/06,M,-,8,9 9, P +,+,,,,108,,1,-2,28,20
6131,鈞泰,2020/06,M,-,D,9 9,AP,+,,,,155,,,-60,74,99
6133,金橋,2020/06,M,-,6,7 7,AP,+,,,,335,,9,-7,96,27
6134,萬旭,2020/06,M,-,7,7 7,AP,+,,,,299,,9,-8,92,9
6136,富爾特,2020/06,M,-,5,6 6,AP,+,,,,370,,8,-4,100,59
6138,茂達,2020/06,M,-,4,4 3,,+,,,,647,,34,81,100,37
6139,亞翔,2020/06,M,↓,6,6 6,AP,,,,+,358,,109,-3,77,-40
6140,訊達,2020/06,M,-,6,5 5,,+,,,,472,,12,55,85,29
6141,柏承,2020/06,M,-,6,5 5, P,+,,,,430,,24,34,84,28
6142,友勁,2020/06,M,-,7,8 8,AP +,+,,,,205,,28,-30,81,-3
6143,振曜,2020/06,M,-,7,4 4,A,+,,,+,527,,41,42,93,43
6144,得利影,2020/06,M,-,7,7 7, P,+,,,,275,,2,-6,100,-36
6146,耕興,2020/06,M,-,4,4 2,A,,,,,686,,31,102,100,19
6147,頎邦,2020/06,M,-,4,2 1,,,,,,863,,131,78,100,70
6148,驊宏資,2020/06,M, ↑,7,6 6,A,,,,,379,,4,37,100,-40
6150,撼訊,2020/06,M,-,8,8 8,AP,,,,,210,,17,-11,47,69
6151,晉倫,2020/06,M,-,6,5 5,,,,,,490,,9,53,92,37
6152,百一,2020/06,M,-,8,7 7,AP,,,,,316,,25,-12,83,48
6153,嘉聯益,2020/06,M,-,5,5 5,AP,+,,,,491,,114,-2,83,38
6154,順發,2020/06,M,-,5,6 6,,,,,,420,,23,6,95,72
6155,鈞寶,2020/06,M,-,6,6 6,,,,,,386,,7,26,95,7
6156,松上,2020/06,M,-,6,5 5,,+,,,,502,,28,42,95,34
6158,禾昌,2020/06,M,-,6,6 6,A,+,,,,396,,12,48,76,2
6160,欣技,2020/06,M,↓,7,9 9,AP,,,,,160,,6,-35,90,-40
6161,捷波,2020/06,M,-,7,5 4,A,+,,,,534,,10,61,100,33
6163,華電網,2020/06,M,-,7,7 7,AP,,,,,302,,35,-9,85,-1
6164,華興,2020/06,M,-,7,7 7,AP,+,,,,322,,7,-10,97,25
6165,捷泰,2020/06,M,-,8,8 8, P,+,,,,234,,,-18,60,94
6166,凌華,2020/06,M,-,5,4 4, P,,,,,533,,66,37,93,11
6167,久正,2020/06,M,-,6,5 5,,,,,,480,,11,30,100,67
6168,宏齊,2020/06,M,-,6,5 5,,,,,,491,,20,42,100,26
6169,昱泉,2020/06,M,-,8,6 6, P,+,,,,347,,1,-12,87,99
6170,統振,2020/06,M,-,6,5 5,A,,,,,473,,26,38,79,69
6171,亞銳士,2020/06,F,-,7,9 9,AP,+,,,,-66,,1,-8,,-40
6172,互億,2020/06,F,-,9,7 7,AP,,,,,300,,3,-5,72,78
6173,信昌電,2020/06,M,-,5,4 2,,+,,,,696,,44,86,99,52
6174,安碁,2020/06,M,-,7,7 7,,,,,,315,,3,1,100,-3
6175,立敦,2020/06,M,-,6,5 5,,,,,,489,,27,61,79,14
6176,瑞儀,2020/06,M,-,3,1 1,A,,,,+,874,,140,85,92,64
6177,達麗,2020/06,M,-,7,9 9,APL,,,,+,-368,,48,49,-190,-40
6179,亞通,2020/06,M,-,6,8 8,,+,,,+,241,,23,29,49,-40
6180,橘子,2020/06,M,-,6,3 1,,,,,,772,,71,90,92,85
6182,合晶,2020/06,M,-,6,4 4, P,+,,,,510,,82,38,79,-7
6183,關貿,2020/06,M,-,4,5 3,,+,,,,646,,15,80,100,75
6184,大豐電,2020/06,G,-,6,-,-,-,-,-,-,,,,,,
6185,幃翔,2020/06,M,-,6,6 6, P,+,,,,375,,12,,100,44
6186,新潤,2020/06,F,-,8,9 9,A L,+,,,+,-477,,54,73,-276,26
6187,萬潤,2020/06,M,-,5,5 4,A,,,,,528,,10,83,100,-40
6188,廣明,2020/06,M,-,5,4 4, P,,,,,536,,74,15,100,52
6189,豐藝,2020/06,M,-,4,3 3,,,,,,618,,103,51,80,21
6190,萬泰科,2020/06,M,-,6,6 6, P,+,,,,403,,33,25,73,45
6191,精成科,2020/06,M,-,4,3 3,A,+,,,+,612,,123,42,81,-2
6192,巨路,2020/06,M,-,4,3 3, P,,,,,629,,52,75,100,-1
6194,育富,2020/06,M, ↑,6,5 4,A,,,,,508,,11,50,100,35
6195,詩肯,2020/06,M,-,6,6 6,,,,,,345,,15,38,77,-28
6196,帆宣,2020/06,M,-,5,3 3,,,,,+,591,,116,45,76,-1
6197,佳必琪,2020/06,M,-,5,4 4,A,+,,,,566,,30,61,100,25
6198,凌泰,2020/06,M,-,8,8 8,AP,+,,,,176,,,-42,100,-40
6199,天品,2020/06,M,-,7,8 8,AP,,,,,248,,1,-7,100,-40
6201,亞弘電,2020/06,M,-,5,5 5,A,+,,,,470,,22,38,100,11
6202,盛群,2020/06,M,-,4,4 2,,,,,,721,,42,99,100,40
6203,海韻電,2020/06,M,-,5,4 2,,+,,,,723,,20,117,100,33
6204,艾華,2020/06,M,-,6,6 6,A,,,,,383,,3,1,100,63
6205,詮欣,2020/06,M,-,5,5 4,A,+,,,,521,,11,62,100,13
6206,飛捷,2020/06,M,-,4,4 3,AP,+,,,,671,,41,83,100,41
6207,雷科,2020/06,M,-,7,7 7,A,,,,,315,,14,51,58,-40
6208,日揚,2020/06,M,-,5,5 5,,+,,,,436,,25,64,78,-40
6209,今國光,2020/06,M,-,6,6 6,AP +,,,,,372,,26,-12,99,49
6210,慶生,2020/06,F,-,6,6 3,A,+,,,,614,,5,80,100,63
6212,理銘,2020/06,F,-,7,9 9,APL,,,,+,-365,21,8,1,-111,-40
6213,聯茂,2020/06,M,-,4,1 1,A,+,,,+,791,,126,88,98,-18
6214,精誠,2020/06,M,-,4,2 2, P,,,,+,710,,118,37,100,63
6215,和椿,2020/06,M,-,7,5 5,,+,,,,436,,11,48,89,5
6216,居易,2020/06,M,-,6,6 4,,,,,,521,,7,56,100,39
6217,中探針,2020/06,M,-,6,6 6,AP +,+,,,,366,,16,8,100,11
6218,豪勉,2020/06,M,-,6,7 7,A,+,,,,298,,7,8,100,-40
6219,富旺,2020/06,M,-,9,9 9,A,,,,+,-207,,31,64,-163,29
6220,岳豐,2020/06,M,-,6,7 7,AP,,,,,322,,71,30,16,43
6221,晉泰,2020/06,M,-,6,4 4,A,+,,,,557,,24,79,81,28
6222,上揚,2020/06,M,-,8,6 6, P,+,,,,358,,2,4,91,70
6223,旺矽,2020/06,M,-,6,4 4,,+,,,,581,,54,77,94,-40
6224,聚鼎,2020/06,M,-,5,5 3,A,,,,,622,,15,93,100,15
6225,天瀚,2020/06,M,-,D,9 9,AP,+,,,,120,,,-60,100,-40
6226,光鼎,2020/06,M,-,7,8 8,AP,+,,,,217,,9,-4,78,-40
6227,茂綸,2020/06,M,-,6,4 4,,+,,,,527,,48,44,87,38
6228,全譜,2020/06,M,-,9,9 9, P,,,,,66,,1,-17,49,-40
6229,研通,2020/06,M,-,6,5 5, P,,,,,452,,8,16,100,89
6230,超眾,2020/06,M,-,4,3 3,A,+,,,,668,,60,72,100,31
6231,系微,2020/06,M,-,6,6 2,A,+,,,,700,,6,99,100,90
6233,旺玖,2020/06,M,-,6,7 7,AP,,,,,314,,3,-3,100,7
6234,高僑,2020/06,M,-,6,5 5,A,+,,,+,424,,20,53,88,-40
6235,華孚,2020/06,M,-,7,7 7, P,+,,,,305,,19,-18,88,43
6236,康呈,2020/06,M,-,9,8 8,AP,+,,,,217,,,-27,100,-40
6237,驊訊,2020/06,M,-,6,6 6, P,,,,,371,,5,-2,100,68
6239,力成,2020/06,M,-,3,1 1,A,,,,,857,,140,80,92,63
6240,松崗,2020/06,M,-,7,9 9,AP,+,,,,146,,,-8,65,-40
6241,易通展,2020/06,F,-,7,6 5,,+,,,,471,,1,35,100,65
6242,立康,2020/06,F,-,7,6 5,A,+,,,,445,,2,33,100,42
6243,迅杰,2020/06,M,↓,8,8 8,AP,+,,,,180,,4,-17,80,-33
6244,茂迪,2020/06,M,-,8,6 6,AP,+,,,,346,,47,4,55,77
6245,立端,2020/06,M,-,5,4 4,AP,,,,+,554,,50,47,96,24
6246,臺龍,2020/06,M,-,8,8 8,AP,+,,,,224,,5,1,75,-20
6247,淇譽電,2020/06,M,-,8,8 8,AP,,,,,245,,5,-14,84,7
6248,沛波,2020/06,F,-,7,5 5,,+,,,,474,,16,44,79,74
6251,定穎,2020/06,M,-,6,4 4, P,+,,,,554,,82,41,72,52
6257,矽格,2020/06,M,-,4,3 2,,+,,,,738,,100,71,88,59
6259,百徽,2020/06,M,-,9,7 7,AP,+,,,,321,,1,-2,100,15
6261,久元,2020/06,M,-,4,4 3,,,,,,614,,41,72,100,15
6263,普萊德,2020/06,M,-,5,6 3,A,,,,,661,,9,101,100,42
6264,富裔,2020/06,M,-,9,9 9, PL,+,,,,-16,,3,-12,-14,65
6265,方土昶,2020/06,M,↓,7,6 6, P,,,,,371,,7,-2,100,57
6266,泰詠,2020/06,M,-,6,5 4,A,,,,,528,,17,58,96,35
6269,台郡,2020/06,M,-,4,2 1,,,,,,777,,139,45,100,66
6270,倍微,2020/06,M,-,6,5 5,A,,,,,490,,20,30,100,61
6271,同欣電,2020/06,M,-,3,3 2,,+,,,,706,,89,63,100,38
6272,驊陞,2020/06,M,-,7,7 7, P +,+,,,,276,,15,8,63,35
6274,台燿,2020/06,M,-,4,2 1,,+,,,+,784,,107,89,100,3
6275,元山,2020/06,M,-,7,5 5,A,+,,,,431,,20,41,83,20
6276,安鈦克,2020/06,M,-,7,5 3,,+,,,,616,,7,77,100,72
6277,宏正,2020/06,M,-,4,5 5,AP,,,,,472,,49,38,100,-40
6278,台表科,2020/06,M,-,3,2 2,,,,,+,721,,140,40,92,45
6279,胡連,2020/06,M,-,4,5 5,A,,,,,437,,37,33,90,-7
6281,全國電,2020/06,F,-,4,2 2,A,+,,,,683,,87,59,86,74
6282,康舒,2020/06,M,-,4,5 5, P,+,,,,496,,117,-5,92,44
6283,淳安,2020/06,M,-,6,6 6,AP,+,,,,361,,12,-2,100,36
6284,佳邦,2020/06,M, ↑,5,4 4,,+,,,,508,,43,34,100,21
6285,啟碁,2020/06,M,-,3,2 2,A,,,,+,693,,140,27,91,58
6287,元隆,2020/06,F,-,9,9 9,APL,,,,,"-1,331",,7,-60,-266,-29
6288,聯嘉,2020/06,M,-,6,6 6,AP,+,,,,371,,31,23,79,5
6289,華上,2020/06,M,-,D,9 9,AP,+,,,,21,,1,-38,43,2
6290,良維,2020/06,M,-,5,3 3,A,,,,,615,,50,65,100,21
6291,沛亨,2020/06,M,-,9,6 4,,+,,,,537,,1,66,100,39
6292,迅德,2020/06,M,-,6,6 5,,,,,,481,,7,41,96,58
6294,智基,2020/06,M,-,5,5 1,,,,,,771,,6,120,100,99
6403,群登,2020/06,F,-,8,7 7, P,+,,,,279,,1,-19,100,11
6404,通訊-KY,2020/06,M,-,9,8 8,AP,,,,,234,,,-60,100,74
6405,悅城,2020/06,M,-,7,6 6,AP,+,,,,347,,6,-13,100,52
6407,相互,2020/06,M,↓,8,7 7,AP,+,,,,255,,31,-4,63,18
6409,旭隼,2020/06,M,-,3,2 1,,,,,,867,,81,120,92,69
6411,晶焱,2020/06,M,-,4,4 3,,,,,,629,,24,85,100,27
6412,群電,2020/06,M,-,4,1 1,A,+,,,+,792,,138,73,86,40
6414,樺漢,2020/06,M,-,4,3 3,AP,+,,,+,626,,140,30,72,39
6415,矽力-KY,2020/06,M,-,3,3 1,A,+,,,,811,,90,106,100,15
6416,瑞祺電通,2020/06,M,-,5,4 4,,,,,,571,,41,69,100,-19
6417,韋僑,2020/06,M,-,6,6 4,,,,,,549,,7,68,100,32
6418,詠昇,2020/06,M,-,6,6 5,,,,,,429,,4,22,100,55
6419,京晨科,2020/06,M,-,8,7 7, P,+,,,,280,,1,-35,100,38
6423,億而得,2020/06,F,-,6,6 3,A,,,,,646,,1,87,100,85
6425,易發,2020/06,M,-,7,8 8,AP,+,,,,245,,9,2,85,-40
6426,統新,2020/06,M,-,6,6 4,A,+,,,,561,,6,85,100,-5
6428,淘米,2020/06,F,-,6,6 6, P,,,,,375,,,-14,100,92
6431,光麗-KY,2020/06,M,-,8,7 7,AP,+,,,,322,,2,-31,100,78
6432,今展科,2020/06,M,-,6,6 5,,,,,,498,,6,55,100,21
